framenumber,focal_fx,skew_s,principal_cx,principal_cy,rotation_r11,rotation_r12,rotation_r13,rotation_r21,rotation_r22,rotation_r23,rotation_r31,rotation_r32,rotation_r33,translation_t1,translation_t2,translation_t3
304,0.051106237,0.072802678,-0.9959712,0.7472291,-0.38706818,0.92076278,0.047448128,-1.0549556,0.92055959,0.38311097,0.075240895,1.1527377,0.0,0,0,1.0
305,0.052554961,0.077299595,-0.99555671,0.75333536,-0.3861576,0.92094821,0.051126122,-1.045728,0.92086023,0.38178197,0.078254998,1.1609313,0.0,0,0,1.0
306,0.051027417,0.088219725,-0.99472779,0.75862122,-0.38488078,0.9208197,0.061925914,-1.0407975,0.92148024,0.37971872,0.080946095,1.1667509,0.0,0,0,1.0
307,0.050828632,0.096347235,-0.99398339,0.7623719,-0.38780975,0.91906655,0.069258749,-1.0348822,0.92026216,0.38198337,0.084084481,1.1710228,0.0,0,0,1.0
308,0.05303923,0.11069945,-0.99237162,0.76537681,-0.38811371,0.91791975,0.0816551,-1.0300419,0.92000926,0.38084933,0.091655441,1.1676651,0.0,0,0,1.0
309,0.054147303,0.12162083,-0.99103218,0.76769263,-0.38921785,0.91655052,0.091218702,-1.0230147,0.91947794,0.38081557,0.09697181,1.1656225,0.0,0,0,1.0
310,0.052311268,0.1310517,-0.98992759,0.76905656,-0.39129281,0.91470301,0.10041988,-1.0163721,0.91870308,0.38212612,0.099135116,1.1652435,0.0,0,0,1.0
311,0.039661784,0.13747285,-0.98964411,0.77458084,-0.3874132,0.91505969,0.11158998,-1.0054892,0.92097735,0.37900281,0.089557305,1.1808991,0.0,0,0,1.0
312,0.94174868,-0.023888486,0.33539119,-0.68640846,-0.004019599,0.99658173,0.082268961,-0.51017904,-0.33621672,-0.078824446,0.93845218,-0.20949312,0.0,0,0,1.0
313,0.027845204,0.14432569,-0.98907101,0.7751646,-0.38801199,0.91342646,0.12236795,-0.99498814,0.92115808,0.38039166,0.081439756,1.1888682,0.0,0,0,1.0
314,0.020169267,0.15218514,-0.98807859,0.7751295,-0.38677457,0.91251469,0.13265552,-0.98401272,0.92187804,0.37951571,0.077270947,1.1920269,0.0,0,0,1.0
315,0.010856505,0.15771933,-0.98735666,0.77393657,-0.39205316,0.90901947,0.14089891,-0.97405291,0.91980237,0.38559464,0.071707681,1.192305,0.0,0,0,1.0
316,0.005650372,0.16804752,-0.98569471,0.77248746,-0.39239973,0.90701413,0.15238801,-0.95777792,0.91970134,0.38595343,0.071071282,1.1890821,0.0,0,0,1.0
317,-0.001586063,0.17468835,-0.98455429,0.76981372,-0.39473918,0.90448582,0.16112156,-0.95119882,0.91871542,0.38892618,0.06752608,1.1880057,0.0,0,0,1.0
318,-0.009307689,0.18176633,-0.98322916,0.76816583,-0.39523926,0.90252841,0.17059268,-0.94446898,0.91845447,0.39022723,0.063444793,1.188444,0.0,0,0,1.0
319,-0.00636998,0.19405486,-0.980901,0.76775151,-0.39525613,0.90054595,0.18072829,-0.92852718,0.91847223,0.38888711,0.07096947,1.1906422,0.0,0,0,1.0
320,-0.004214919,0.20412669,-0.97886592,0.76484925,-0.39528257,0.89880574,0.18913686,-0.91356605,0.91847295,0.38775459,0.076904297,1.1886215,0.0,0,0,1.0
321,-0.002725219,0.21182258,-0.97723454,0.7568503,-0.39698675,0.89669585,0.19547561,-0.91458923,0.91774303,0.3885107,0.081652366,1.1780237,0.0,0,0,1.0
322,-0.001015317,0.21593897,-0.97633618,0.75287598,-0.3972384,0.89590502,0.19856606,-0.90469885,0.91763741,0.38806877,0.084875137,1.1734817,0.0,0,0,1.0
323,0.94162154,-0.022409962,0.33584949,-0.6841538,-0.003954606,0.99695534,0.077610634,-0.51078635,-0.33657297,-0.074407496,0.93868482,-0.20553274,0.0,0,0,1.0
324,-0.001840864,0.22129959,-0.97513378,0.74601889,-0.40083674,0.89319891,0.20346485,-0.89901453,0.91606992,0.39127326,0.087066442,1.1664472,0.0,0,0,1.0
325,-0.003164,0.22695659,-0.97382909,0.74120915,-0.39824393,0.89298391,0.20941202,-0.89094555,0.91719615,0.38851327,0.087564386,1.1630673,0.0,0,0,1.0
326,-0.0046213,0.2321945,-0.97258753,0.7362054,-0.39697722,0.89224309,0.21490233,-0.88342857,0.91773868,0.3871173,0.088058345,1.1574783,0.0,0,0,1.0
327,-0.008545506,0.23058902,-0.97294277,0.73094475,-0.39237162,0.89416599,0.21536794,-0.87889475,0.919689,0.38362437,0.08284086,1.1511528,0.0,0,0,1.0
328,-0.008723236,0.23716164,-0.97135985,0.72899413,-0.38982463,0.89372957,0.22171144,-0.87390125,0.92076975,0.38062271,0.084660716,1.1454856,0.0,0,0,1.0
329,-0.010799872,0.23920818,-0.97083676,0.72895575,-0.39479268,0.89099127,0.22392933,-0.86839277,0.91862822,0.38572681,0.084820591,1.1410556,0.0,0,0,1.0
330,-0.009637826,0.23933083,-0.9708187,0.72924513,-0.3989659,0.88931322,0.2232013,-0.86851192,0.9168362,0.38950425,0.086919546,1.1299566,0.0,0,0,1.0
331,-0.003197818,0.2453175,-0.96936572,0.73553377,-0.40438625,0.88624907,0.22561999,-0.86426353,0.91450334,0.39274955,0.096375398,1.1194813,0.0,0,0,1.0
332,0.000475191,0.24836995,-0.96859312,0.73688602,-0.4075419,0.88454616,0.22662118,-0.86751807,0.91310668,0.39466473,0.10164833,1.1126049,0.0,0,0,1.0
333,0.025597084,0.25144404,-0.96746093,0.74703056,-0.40504611,0.88737994,0.21991703,-0.87249166,0.913858,0.38626677,0.12456921,1.0959128,0.0,0,0,1.0
334,0.96203065,-0.029402552,0.27126479,-0.67544848,-0.037221249,0.97072339,0.23721996,-0.48490301,-0.27030307,-0.238314,0.93278813,-0.28136817,0.0,0,0,1.0
335,0.94098562,-0.02064096,0.33773953,-0.68178505,-0.004073693,0.99735373,0.072303273,-0.51204801,-0.33834505,-0.069411539,0.93843037,-0.20071334,0.0,0,0,1.0
336,0.047806844,0.25711975,-0.96512365,0.75988239,-0.39875346,0.89080167,0.2175702,-0.86532718,0.91573131,0.37447399,0.14512359,1.0843687,0.0,0,0,1.0
337,0.054952055,0.26074103,-0.96377045,0.76836836,-0.39337665,0.89281082,0.21911658,-0.85754144,0.9176538,0.36711243,0.15164149,1.0830119,0.0,0,0,1.0
338,0.069474369,0.26998299,-0.96028173,0.78243661,-0.39226466,0.89245391,0.22253616,-0.85244453,0.91714489,0.3612524,0.16791889,1.0708234,0.0,0,0,1.0
339,0.086113378,0.274748,-0.95757842,0.79682136,-0.38809958,0.89446998,0.22174223,-0.84837145,0.91750538,0.35256869,0.18366797,1.0580769,0.0,0,0,1.0
340,0.099944733,0.27861214,-0.95511454,0.81839913,-0.38272873,0.89682543,0.22156186,-0.84859341,0.91835845,0.34343335,0.19627936,1.0417253,0.0,0,0,1.0
341,0.10480012,0.28022096,-0.95412266,0.83759993,-0.37933922,0.89812845,0.22211163,-0.83750075,0.91922289,0.33868617,0.20043659,1.0384731,0.0,0,0,1.0
342,0.10916891,0.28673995,-0.95169288,0.85008752,-0.37910557,0.89705646,0.2267932,-0.83715039,0.91881061,0.33606043,0.20664968,1.0301957,0.0,0,0,1.0
343,0.11421802,0.29778054,-0.94770128,0.86490971,-0.37777811,0.89529592,0.23578601,-0.82706839,0.91874325,0.33111647,0.21476878,1.0235182,0.0,0,0,1.0
344,0.12466037,0.30982873,-0.94250864,0.87170279,-0.37486088,0.89421779,0.24437551,-0.83303374,0.91858035,0.32287186,0.22763206,1.0082694,0.0,0,0,1.0
345,0.13014565,0.31538048,-0.93992209,0.88233119,-0.37323585,0.8938334,0.24823813,-0.83296394,0.91848123,0.31853133,0.23405619,1.0031505,0.0,0,0,1.0
346,0.94086331,-0.017906701,0.33823597,-0.67789739,-0.00406342,0.99791229,0.064134277,-0.51083726,-0.33868521,-0.061715089,0.93884528,-0.19659981,0.0,0,0,1.0
347,0.14137515,0.32016018,-0.93667853,0.89053899,-0.37098524,0.89436156,0.24970427,-0.83382893,0.91773266,0.31221732,0.24523236,0.99611294,0.0,0,0,1.0
348,0.14397353,0.32489449,-0.93465036,0.89730799,-0.37390652,0.89233208,0.25258955,-0.83976787,0.91614175,0.31313121,0.24996996,0.99418837,0.0,0,0,1.0
349,0.14792232,0.32408559,-0.93431425,0.90650344,-0.3707729,0.8939755,0.25139374,-0.838476,0.91678584,0.30925712,0.25241891,0.99474543,0.0,0,0,1.0
350,0.1429736,0.32756057,-0.93387252,0.91534466,-0.36754254,0.89366102,0.25718808,-0.84192479,0.91886908,0.306492,0.24817988,1.0008416,0.0,0,0,1.0
351,0.14027311,0.32767504,-0.93424171,0.92297024,-0.36250344,0.89504915,0.25950181,-0.84660661,0.92128384,0.30228966,0.24435195,1.0067921,0.0,0,0,1.0
352,0.13239472,0.32872075,-0.93502349,0.93573749,-0.35667661,0.89593357,0.26447621,-0.84375221,0.92471737,0.29851043,0.23588057,1.0175678,0.0,0,0,1.0
353,0.1216855,0.33693883,-0.93355197,0.94539076,-0.3592464,0.89172316,0.27501705,-0.85191846,0.92519343,0.30193454,0.22957014,1.0249405,0.0,0,0,1.0
354,0.12549248,0.34377733,-0.93054998,0.95415509,-0.36270311,0.88892883,0.27948916,-0.85947311,0.92333424,0.30246457,0.23625982,1.0259515,0.0,0,0,1.0
355,0.12166499,0.34248066,-0.93153602,0.96683109,-0.35656592,0.89093739,0.28098622,-0.86187088,0.92623234,0.29799244,0.23052922,1.0359899,0.0,0,0,1.0
356,0.12077288,0.34311989,-0.93141675,0.98001593,-0.35687551,0.89055777,0.2817952,-0.86543852,0.92622983,0.29839128,0.23002267,1.0407302,0.0,0,0,1.0
357,0.93921703,-0.014763116,0.34292981,-0.67192954,-0.003672386,0.99856442,0.053046476,-0.51668108,-0.34322786,-0.051080309,0.93783391,-0.18620755,0.0,0,0,1.0
358,0.12018405,0.34050247,-0.93245274,0.99605751,-0.35570633,0.89166552,0.27976283,-0.86648566,0.92675591,0.29808101,0.22829907,1.051615,0.0,0,0,1.0
359,0.12383157,0.34115493,-0.93173677,1.0085331,-0.35313118,0.89264232,0.27990973,-0.87043089,0.9272604,0.29438803,0.23102617,1.0562608,0.0,0,0,1.0
360,0.12517415,0.34176022,-0.93133539,1.022266,-0.35197878,0.89295298,0.28037032,-0.87113702,0.92751825,0.29273933,0.23208347,1.0603591,0.0,0,0,1.0
361,0.12896083,0.34697831,-0.92888564,1.0344981,-0.35015726,0.892299,0.28469959,-0.87340903,0.92768884,0.28856486,0.23658548,1.0648901,0.0,0,0,1.0
362,0.13543101,0.35519859,-0.92484903,1.0429076,-0.34732166,0.89123398,0.29142961,-0.88019192,0.92783278,0.28177488,0.24408625,1.0600523,0.0,0,0,1.0
363,0.14727664,0.35823002,-0.92186451,1.0526204,-0.34504768,0.89208269,0.29153395,-0.88268387,0.92687589,0.27517399,0.25500751,1.0524573,0.0,0,0,1.0
364,0.15719891,0.3578774,-0.92036134,1.0624493,-0.34158239,0.8941294,0.28933603,-0.88494653,0.92652959,0.26891851,0.2628195,1.0507138,0.0,0,0,1.0
365,0.16871686,0.35941446,-0.91771919,1.0724258,-0.33887962,0.89545995,0.28839737,-0.88654411,0.92549568,0.26236099,0.27289686,1.0477048,0.0,0,0,1.0
366,0.18613905,0.36119065,-0.91364419,1.0814664,-0.34055865,0.8959673,0.28482088,-0.88834757,0.9215306,0.25815505,0.28980172,1.0382113,0.0,0,0,1.0
367,0.20467819,0.36104044,-0.9097299,1.0932971,-0.34102258,0.89747947,0.27945405,-0.89313734,0.9174186,0.2530618,0.30683926,1.0241007,0.0,0,0,1.0
368,0.93877274,-0.012161568,0.34424558,-0.66793716,-0.004010165,0.99890196,0.046225745,-0.51927543,-0.34443706,-0.044774543,0.93771273,-0.18161128,0.0,0,0,1.0
369,0.21869846,0.35661337,-0.90821236,1.1054361,-0.3406567,0.90008801,0.27139419,-0.88531762,0.91431421,0.25005651,0.3183533,1.0146247,0.0,0,0,1.0
370,0.23075363,0.35329866,-0.90652329,1.1163248,-0.34167162,0.90176207,0.26447263,-0.88404894,0.91096622,0.24872658,0.32882047,1.003584,0.0,0,0,1.0
371,0.24516845,0.35027632,-0.90390849,1.1270274,-0.33983275,0.90425956,0.2582404,-0.88032174,0.90788329,0.24388635,0.34075564,0.99480891,0.0,0,0,1.0
372,0.26130843,0.34968472,-0.89960551,1.1372904,-0.33801594,0.90612876,0.25403824,-0.88158882,0.90405148,0.23771933,0.3550036,0.98191774,0.0,0,0,1.0
373,0.28011414,0.35421494,-0.89214295,1.144722,-0.33814308,0.90619659,0.25362617,-0.88410354,0.89835471,0.2306478,0.37364075,0.96012366,0.0,0,0,1.0
374,0.29921669,0.36421528,-0.88185453,1.1531427,-0.33966982,0.90431947,0.25824323,-0.88673759,0.89159364,0.22228821,0.39432892,0.93671507,0.0,0,0,1.0
375,0.32034209,0.3698307,-0.87204176,1.1617858,-0.34222087,0.90357202,0.25748947,-0.88655478,0.88323891,0.21596532,0.4160462,0.91748285,0.0,0,0,1.0
376,0.3428857,0.37141973,-0.86274397,1.1704305,-0.34378299,0.90433276,0.25269291,-0.88911599,0.87412107,0.2099707,0.43780252,0.90033764,0.0,0,0,1.0
377,0.36370763,0.36833388,-0.85550964,1.1831766,-0.34309793,0.90682423,0.2445644,-0.88775516,0.8659361,0.20459211,0.45622683,0.88864785,0.0,0,0,1.0
378,0.3738479,0.36857778,-0.85102159,1.1883764,-0.34118748,0.90787852,0.24332163,-0.88544714,0.86236495,0.19941077,0.46519673,0.88474137,0.0,0,0,1.0
379,0.93835413,-0.010592939,0.34543669,-0.66410369,-0.002482518,0.9992767,0.037387282,-0.52067167,-0.3455902,-0.035938375,0.93766874,-0.17517863,0.0,0,0,1.0
380,0.39082095,0.36478406,-0.84500945,1.2002355,-0.33684066,0.91103822,0.23749809,-0.87946874,0.85652876,0.19183193,0.47896203,0.87771374,0.0,0,0,1.0
381,0.40440661,0.36851034,-0.83696145,1.2046143,-0.33642802,0.91092354,0.23851901,-0.88413084,0.85036182,0.18513577,0.49239698,0.8693099,0.0,0,0,1.0
382,0.41610086,0.36847112,-0.83122689,1.2107556,-0.33762151,0.91139638,0.23500061,-0.88575155,0.84422475,0.18287303,0.50367373,0.8647396,0.0,0,0,1.0
383,0.42698419,0.36444551,-0.82747388,1.213789,-0.34068519,0.91250688,0.22610028,-0.89251423,0.83753306,0.18538396,0.51382512,0.86031914,0.0,0,0,1.0
384,0.43893582,0.34899577,-0.82788056,1.2214891,-0.33879185,0.91767842,0.20722598,-0.89578569,0.83210498,0.18953775,0.52107733,0.86280721,0.0,0,0,1.0
385,0.44763041,0.33170483,-0.83032984,1.2298317,-0.33319151,0.923576,0.18933247,-0.89996099,0.82973069,0.19192554,0.52398062,0.86834466,0.0,0,0,1.0
386,0.45507675,0.31321603,-0.83345634,1.2390341,-0.3278552,0.92919576,0.17018326,-0.90458018,0.82780343,0.19582455,0.52558362,0.87690723,0.0,0,0,1.0
387,0.45760286,0.29854807,-0.83744675,1.24567,-0.3293843,0.93177223,0.15219158,-0.91167116,0.82580125,0.20621739,0.52475733,0.88363665,0.0,0,0,1.0
388,0.46394283,0.28495023,-0.83869433,1.2543079,-0.32400966,0.93575466,0.13869455,-0.89543414,0.82438856,0.20741783,0.52650219,0.89600635,0.0,0,0,1.0
389,0.46384194,0.2844339,-0.83892512,1.2556373,-0.32694593,0.93508905,0.13627031,-0.90008205,0.8232851,0.21109478,0.52676708,0.90004027,0.0,0,0,1.0
390,0.93781942,-0.009748929,0.34691009,-0.66091114,-0.000321823,0.99955946,0.028960364,-0.52110285,-0.34704685,-0.027269274,0.93742287,-0.16929759,0.0,0,0,1.0
391,0.47445568,0.26447427,-0.83951896,1.2650757,-0.33037826,0.93749899,0.10862818,-0.88872099,0.81583279,0.22584039,0.53221798,0.91693282,0.0,0,0,1.0
392,0.48800263,0.24568741,-0.83745891,1.2667137,-0.32381496,0.94197339,0.087657303,-0.89103866,0.81045556,0.22842588,0.53928316,0.92701423,0.0,0,0,1.0
393,0.49944046,0.23367536,-0.83414686,1.2666159,-0.32978171,0.94164586,0.066336125,-0.89455384,0.80102682,0.24197772,0.54739898,0.93453282,0.0,0,0,1.0
394,0.5179044,0.22391722,-0.82551891,1.2659461,-0.32754862,0.94341123,0.050402321,-0.90146905,0.79014385,0.24431659,0.56198281,0.93926573,0.0,0,0,1.0
395,0.5305568,0.21505286,-0.81982106,1.2613419,-0.3274928,0.94410056,0.035713799,-0.91774297,0.78172749,0.24956043,0.57137012,0.93987781,0.0,0,0,1.0
396,0.53854817,0.2118625,-0.81542921,1.2588553,-0.32887727,0.94387835,0.028030796,-0.92149991,0.77565807,0.2531037,0.57804412,0.93958855,0.0,0,0,1.0
397,0.55518407,0.1982484,-0.80765867,1.2504112,-0.32722884,0.94484097,0.006985575,-0.93105048,0.76454663,0.26043513,0.58947766,0.93783146,0.0,0,0,1.0
398,0.5724771,0.18493825,-0.79869372,1.2413254,-0.32267261,0.94635427,-0.01215055,-0.94401789,0.75365222,0.2646971,0.60148609,0.93248582,0.0,0,0,1.0
399,0.57752705,0.17786722,-0.7966612,1.2384399,-0.31763658,0.94795138,-0.018619247,-0.94875813,0.75193644,0.26382646,0.60401052,0.93155819,0.0,0,0,1.0
400,0.58766311,0.16425982,-0.79215759,1.2299036,-0.3131921,0.94894493,-0.035569821,-0.95703346,0.7459231,0.26902571,0.60915112,0.92521507,0.0,0,0,1.0
401,0.93779886,-0.01212658,0.34689066,-0.65030599,0.005717896,0.99977267,0.019492473,-0.52334213,-0.34705546,-0.016294215,0.93767476,-0.15758428,0.0,0,0,1.0
402,0.59740365,0.15195455,-0.78731287,1.2212451,-0.30891457,0.94963682,-0.05111552,-0.96238893,0.73994553,0.2737745,0.61430407,0.91953993,0.0,0,0,1.0
403,0.6026895,0.14780131,-0.78406823,1.2153723,-0.3054623,0.95049971,-0.05562355,-0.96475947,0.73708665,0.27305245,0.61805075,0.91602868,0.0,0,0,1.0
404,0.60977387,0.13480836,-0.78092569,1.2042687,-0.29528615,0.95304501,-0.066047296,-0.96907848,0.73540491,0.27089581,0.620996,0.90849996,0.0,0,0,1.0
405,0.61356556,0.1315856,-0.77850145,1.1994644,-0.29233924,0.95372945,-0.069198117,-0.96859956,0.73342562,0.27006936,0.62369049,0.9053179,0.0,0,0,1.0
406,0.62081683,0.12459263,-0.77388942,1.1865977,-0.28262901,0.95638829,-0.072750047,-0.97397816,0.73112595,0.26391283,0.62900323,0.89427555,0.0,0,0,1.0
407,0.62122303,0.12039366,-0.7742278,1.1768183,-0.27699006,0.95799625,-0.073278844,-0.96855664,0.73293632,0.26000035,0.62852502,0.89118648,0.0,0,0,1.0
408,0.62317908,0.11949698,-0.77279335,1.1684798,-0.27612877,0.95814979,-0.074509203,-0.97165,0.73159945,0.25984749,0.63014352,0.88537097,0.0,0,0,1.0
409,0.62566537,0.11542834,-0.77140141,1.1566349,-0.26863849,0.96030134,-0.074190095,-0.96762478,0.73226577,0.25367019,0.63188422,0.8805998,0.0,0,0,1.0
410,0.62460053,0.11414722,-0.77245396,1.150722,-0.26761949,0.96056598,-0.074448347,-0.96735102,0.73354661,0.25324816,0.6305663,0.87949544,0.0,0,0,1.0
411,0.62436265,0.11387888,-0.77268559,1.1400429,-0.26922759,0.95999002,-0.076061502,-0.962084,0.7331605,0.2555424,0.6300894,0.88288385,0.0,0,0,1.0
412,0.9382816,-0.010556368,0.34563386,-0.6456055,0.005875461,0.99985516,0.014588227,-0.52770805,-0.34574515,-0.01165464,0.93822759,-0.15044868,0.0,0,0,1.0
413,0.61984801,0.11289435,-0.77645552,1.1258804,-0.27247688,0.95890933,-0.078095086,-0.96349984,0.73578596,0.25999779,0.62518698,0.8825615,0.0,0,0,1.0
414,0.61922032,0.11312597,-0.77692223,1.1175572,-0.27653933,0.95750546,-0.080984443,-0.96329063,0.73479789,0.26502177,0.62423849,0.88300633,0.0,0,0,1.0
415,0.61866677,0.11671456,-0.77683216,1.1035154,-0.28102663,0.95626956,-0.080133058,-0.96223462,0.73356038,0.26791146,0.62446022,0.88777477,0.0,0,0,1.0
416,0.61714393,0.1188655,-0.77771664,1.0942985,-0.28183451,0.95624918,-0.077491142,-0.96056104,0.73453236,0.26703581,0.6236921,0.8910436,0.0,0,0,1.0
417,0.61312211,0.11872797,-0.78091198,1.0786121,-0.28114641,0.95662719,-0.075293303,-0.96269721,0.73815513,0.26573977,0.61995727,0.90039051,0.0,0,0,1.0
418,0.61030817,0.11468008,-0.78371608,1.0697085,-0.27886671,0.95714992,-0.077103578,-0.96256518,0.74134469,0.26563442,0.61618465,0.90702152,0.0,0,0,1.0
419,0.60514641,0.10783929,-0.788674,1.0508604,-0.2747485,0.95811915,-0.079803325,-0.96545976,0.74709123,0.26500472,0.60947806,0.91859061,0.0,0,0,1.0
420,0.59645903,0.092295662,-0.79721755,1.031572,-0.26993605,0.95848954,-0.090991244,-0.97091174,0.75578094,0.26949573,0.59665978,0.93222636,0.0,0,0,1.0
421,0.59260476,0.092187837,-0.80009907,1.0232882,-0.2694231,0.95881361,-0.089075111,-0.96862471,0.75898898,0.26837689,0.59308094,0.9405635,0.0,0,0,1.0
422,0.58296007,0.10130537,-0.8060596,1.0034182,-0.27515164,0.95810401,-0.07857962,-0.98045832,0.76438373,0.26762274,0.58645618,0.95460218,0.0,0,0,1.0
423,0.93798304,-0.009768141,0.34646642,-0.64012557,0.006738414,0.99990666,0.009948738,-0.5327248,-0.3465386,-0.006994498,0.93798131,-0.1441808,0.0,0,0,1.0
424,0.57835597,0.098422654,-0.80972463,0.99190891,-0.27518883,0.95796609,-0.080113761,-0.98595691,0.7678594,0.269187,0.58117563,0.96208364,0.0,0,0,1.0
425,0.57084912,0.093000509,-0.81567061,0.97051424,-0.27810794,0.95665121,-0.085558012,-0.99009937,0.77241135,0.27571139,0.57201248,0.97770947,0.0,0,0,1.0
426,0.56286538,0.095638722,-0.82089698,0.95042771,-0.27917677,0.95682502,-0.079946578,-0.99567604,0.77786547,0.27420062,0.56530803,0.99310744,0.0,0,0,1.0
427,0.55997747,0.10031642,-0.8223123,0.94075376,-0.28302425,0.95600754,-0.076105535,-0.99819285,0.77855885,0.27537796,0.563779,1.0004337,0.0,0,0,1.0
428,0.5577755,0.10390685,-0.82336205,0.91922337,-0.29045182,0.95375359,-0.076398991,-1.0054083,0.777403,0.28178734,0.56220478,1.0113155,0.0,0,0,1.0
429,0.55573696,0.11221034,-0.82365066,0.90240651,-0.29862827,0.95157939,-0.071851395,-1.0082741,0.77576333,0.28592306,0.56238157,1.022244,0.0,0,0,1.0
430,0.55309486,0.11428122,-0.82514268,0.88307089,-0.30119908,0.95089233,-0.070195526,-1.0145659,0.77665693,0.28738451,0.56039977,1.0307436,0.0,0,0,1.0
431,0.55080104,0.11412926,-0.82669646,0.87525576,-0.30491957,0.94956559,-0.072064698,-1.0131141,0.77683496,0.29179713,0.55786669,1.0372217,0.0,0,0,1.0
432,0.55108082,0.11394479,-0.82653511,0.85811913,-0.30847484,0.94819248,-0.074953698,-1.010249,0.77523088,0.29629913,0.55772471,1.0460984,0.0,0,0,1.0
433,0.55075163,0.12110344,-0.82573605,0.83904457,-0.30953237,0.94841796,-0.067355432,-1.0097824,0.77504301,0.29271618,0.55987346,1.0500151,0.0,0,0,1.0
434,0.93729657,-0.008307668,0.34835631,-0.63596159,0.007740246,0.99994409,0.003021366,-0.53616041,-0.34836945,-0.000132719,0.93732864,-0.13804026,0.0,0,0,1.0
435,0.55022472,0.12232716,-0.82590663,0.82963914,-0.30898264,0.94873905,-0.065325029,-1.0092548,0.7756362,0.29116225,0.55986202,1.0540535,0.0,0,0,1.0
436,0.54986936,0.12445033,-0.82582605,0.81050646,-0.30868712,0.9490242,-0.062519595,-1.0073428,0.7760058,0.28932732,0.56030107,1.061167,0.0,0,0,1.0
437,0.55435175,0.12454892,-0.82280868,0.78776371,-0.30862194,0.94892716,-0.064287581,-1.0059334,0.77283591,0.28960267,0.56452394,1.0649369,0.0,0,0,1.0
438,0.55837351,0.1229171,-0.82033086,0.77612311,-0.30731142,0.94916791,-0.0669543,-1.0003844,0.77045912,0.28951055,0.56781024,1.067235,0.0,0,0,1.0
439,0.56780982,0.11764064,-0.81460702,0.74883282,-0.30471969,0.94937831,-0.075295739,-0.99694008,0.76456916,0.29100862,0.57496047,1.0670058,0.0,0,0,1.0
440,0.57298201,0.1156987,-0.81125641,0.73510617,-0.30190966,0.9500789,-0.077737421,-0.9949556,0.7618202,0.28949639,0.5793559,1.0667613,0.0,0,0,1.0
441,0.58139801,0.111591,-0.80582547,0.70675927,-0.29458946,0.95212811,-0.080692142,-0.99096304,0.75830114,0.28432971,0.58648682,1.0651865,0.0,0,0,1.0
442,0.58990484,0.11064933,-0.79974979,0.67684579,-0.29031286,0.95330828,-0.082242049,-0.99031502,0.75336426,0.2807202,0.59453267,1.0605167,0.0,0,0,1.0
443,0.59356362,0.11179382,-0.79687822,0.66171098,-0.28737479,0.95437497,-0.080164164,-0.99131787,0.75161493,0.27661252,0.59865785,1.0585315,0.0,0,0,1.0
444,0.60250163,0.11512329,-0.78966349,0.63196659,-0.28608194,0.95485449,-0.07906916,-0.99346226,0.74496686,0.27357489,0.6082859,1.0527973,0.0,0,0,1.0
445,0.9623208,-0.029233655,0.27025196,-0.67496401,-0.03734038,0.97054088,0.23794681,-0.48607868,-0.26925161,-0.23907681,0.93289697,-0.2809082,0.0,0,0,1.0
446,0.93743593,0.000672552,0.34807912,-0.62930322,0.004700373,0.99986094,-0.014589904,-0.5366345,-0.34804815,0.015316541,0.93732285,-0.12417711,0.0,0,0,1.0
447,0.61041415,0.11475449,-0.78361684,0.60478669,-0.2799167,0.95677292,-0.077933997,-0.99059194,0.74085575,0.26694608,0.61620003,1.0494846,0.0,0,0,1.0
448,0.61433583,0.11547647,-0.78043938,0.59144908,-0.27996737,0.95668483,-0.078825764,-0.99031639,0.73758757,0.26694974,0.62010652,1.0467061,0.0,0,0,1.0
449,0.6218518,0.11780935,-0.77411222,0.56522048,-0.27829617,0.95724982,-0.077876873,-0.98948908,0.73189956,0.26388687,0.62810546,1.0416017,0.0,0,0,1.0
450,0.62778586,0.12137689,-0.76875246,0.54214197,-0.28063139,0.95654589,-0.078144021,-0.99053925,0.72591734,0.26482055,0.63462096,1.0368347,0.0,0,0,1.0
451,0.63123554,0.11895238,-0.76630247,0.53048956,-0.27707222,0.95746189,-0.079609543,-0.98714852,0.72429097,0.26260006,0.63739574,1.0352197,0.0,0,0,1.0
452,0.63515341,0.12193456,-0.76258719,0.50835949,-0.276999,0.95764911,-0.077585749,-0.9900794,0.72088569,0.26054111,0.64208359,1.0292788,0.0,0,0,1.0
453,0.63956076,0.12152334,-0.75896049,0.49640089,-0.27594325,0.95782447,-0.079166219,-0.98859704,0.71738529,0.260088,0.64617461,1.0263212,0.0,0,0,1.0
454,0.64366537,0.12388951,-0.75509787,0.47820637,-0.2709251,0.95970798,-0.073483229,-0.98549354,0.71562457,0.25189927,0.65135008,1.0236318,0.0,0,0,1.0
455,0.64520538,0.12446806,-0.75368714,0.46845812,-0.27122435,0.95960605,-0.073710695,-0.9865576,0.71412283,0.25200254,0.65295631,1.0210724,0.0,0,0,1.0
456,0.64974433,0.12672363,-0.74939954,0.45223987,-0.26964572,0.96022445,-0.071413778,-0.98206574,0.71059626,0.2484985,0.658126,1.0181313,0.0,0,0,1.0
457,0.93686497,0.004489836,0.34958446,-0.62549919,0.001661868,0.99982744,-0.017293802,-0.54210407,-0.34960946,0.016786313,0.93671644,-0.11714322,0.0,0,0,1.0
458,0.65001589,0.12643871,-0.74921221,0.44428986,-0.26921937,0.96033692,-0.071505681,-0.98502076,0.71050936,0.24820773,0.65832919,1.0160595,0.0,0,0,1.0
